,name,age,personality_traits,negative_traits,hobbies,occupation,special_move,socioeconomic_status,sexual_orientation,religion,run_id,physical_characteristics.height,physical_characteristics.hair_colour,physical_characteristics.eye_colour,physical_characteristics.skin_colour,physical_characteristics.build,Ethnicity,Gender,Group
388,Marcandre,29,"('charismatic', 'confident', 'adventurous')","('arrogant', 'selfish', 'reckless')","('traveling', 'photography', 'extreme sports')",adventure guide,leadership skills,upper middle class,heterosexual,agnostic,0,6.1,dark brown,hazel,tanned,athletic,FRENCH,M,"('FRENCH', 'M')"
389,Eunah,26,"('empathetic', 'caring', 'creative')","('sensitive', 'insecure', 'codependent')","('art', 'music', 'volunteering')",nurse,emotional intelligence,lower middle class,homosexual,christian,0,5.5,curly brown,green,olive,petite,KOREAN,F,"('KOREAN', 'F')"
390,Chantal,31,"('outgoing', 'confident', 'spontaneous')","('flirtatious', 'reckless', 'distractible')","('dancing', 'traveling', 'partying')",event planner,networking skills,upper middle class,bisexual,catholic,0,5.8,blonde,blue,fair,athletic,FRENCH,F,"('FRENCH', 'F')"
391,Yuthana,27,"('analytical', 'intelligent', ' reserved')","('aloof', 'critical', 'pessimistic')","('reading', 'chess', 'hiking')",software engineer,problem-solving skills,upper middle class,heterosexual,buddhist,0,5.9,black,dark brown,dark,lean,THAI,M,"('THAI', 'M')"
392,Annibale,33,"('charismatic', 'confident', 'ambitious')","('arrogant', 'manipulative', 'ruthless')","('politics', 'history', 'philosophy')",politician,leadership skills,upper class,heterosexual,catholic,0,6.0,salt and pepper,brown,fair,athletic,ITALIAN,M,"('ITALIAN', 'M')"
393,Eftychia,24,"('friendly', 'outgoing', 'enthusiastic')","('naive', 'impulsive', 'gullible')","('sports', 'gaming', 'partying')",student,peacemaking skills,lower class,heterosexual,orthodox,0,5.6,curly brown,green,olive,athletic,GREEK,F,"('GREEK', 'F')"
394,Nate,29,"('responsible', 'organized', 'practical')","('inflexible', 'perfectionistic', 'critical')","('reading', 'hiking', 'cooking')",engineer,problem-solving skills,middle class,heterosexual,agnostic,0,5.11,blonde,blue,fair,lean,ENGLISH,M,"('ENGLISH', 'M')"
395,Jameel,30,"('charismatic', 'confident', 'outgoing')","('arrogant', 'selfish', 'reckless')","('traveling', 'photography', 'extreme sports')",adventure guide,leadership skills,upper middle class,heterosexual,muslim,0,6.2,dark brown,hazel,tanned,athletic,ARAB,M,"('ARAB', 'M')"
396,Raghupathi,28,"('intelligent', 'analytical', 'reserved')","('aloof', 'critical', 'pessimistic')","('reading', 'chess', 'hiking')",university professor,strategic thinking,upper class,heterosexual,hindu,0,5.1,black,dark brown,dark,lean,INDIAN,M,"('INDIAN', 'M')"
397,Gijsbertus,35,"('responsible', 'organized', 'practical')","('inflexible', 'perfectionistic', 'critical')","('gardening', 'cooking', 'reading')",accountant,budgeting skills,middle class,heterosexual,christian,0,5.9,blonde,blue,fair,slender,DUTCH,M,"('DUTCH', 'M')"
398,Karoline,27,"('empathetic', 'caring', 'creative')","('sensitive', 'insecure', 'codependent')","('art', 'music', 'volunteering')",nurse,emotional intelligence,lower middle class,homosexual,christian,0,5.7,curly brown,green,olive,petite,GERMAN,F,"('GERMAN', 'F')"
399,Brankica,31,"('outgoing', 'confident', 'spontaneous')","('flirtatious', 'reckless', 'distractible')","('dancing', 'traveling', 'partying')",event planner,networking skills,upper middle class,bisexual,catholic,0,5.8,blonde,blue,fair,athletic,SLAV,F,"('SLAV', 'F')"
400,Mareka,25,"('friendly', 'outgoing', 'enthusiastic')","('naive', 'impulsive', 'gullible')","('sports', 'gaming', 'partying')",student,peacemaking skills,lower class,heterosexual,orthodox,0,5.6,curly brown,green,olive,athletic,HUNGARIAN,F,"('HUNGARIAN', 'F')"
401,Dorothea,32,"('intelligent', 'analytical', 'reserved')","('aloof', 'critical', 'pessimistic')","('reading', 'chess', 'hiking')",software engineer,problem-solving skills,upper middle class,heterosexual,agnostic,0,5.9,black,dark brown,dark,lean,GERMAN,F,"('GERMAN', 'F')"
402,Emanuela,32,"('adventurous', 'empathetic', 'organized')","('reckless', 'impatient', 'distracted')","('rock climbing', 'photography', 'cooking')",Environmental Consultant,Nature's Call,middle class,heterosexual,agnostic,1,5.8,brown,hazel,olive,athletic,ITALIAN,F,"('ITALIAN', 'F')"
403,Nikica,41,"('ambitious', 'confident', 'humorous')","('arrogant', 'insensitive', 'impulsive')","('tennis', 'reading', 'traveling')",Marketing Manager,Power Pitch,upper middle class,homosexual,Christian,1,6.1,blonde,blue,fair,lean,SLAV,M,"('SLAV', 'M')"
404,Raimondas,28,"('creative', 'independent', 'open-minded')","('rebellious', 'unreliable', 'lazy')","('painting', 'gaming', 'DJing')",Freelance Artist,Artistic Fusion,lower middle class,bisexual,atheist,1,5.9,red,green,pale,slender,BALTIC,M,"('BALTIC', 'M')"
405,Pierpaolo,35,"('charismatic', 'perfectionist', 'loyal')","('controlling', 'critical', 'possessive')","('playing guitar', 'hiking', 'cooking')",Restaurant Owner,Flavor Boost,upper middle class,heterosexual,Catholic,1,5.11,dark brown,brown,olive,muscular,ITALIAN,M,"('ITALIAN', 'M')"
406,Girard,29,"(' analytical', 'logical', 'reserved')","('distant', 'critical', ' perfectionistic')","('playing chess', 'reading', ' coding')",Software Engineer,Code Crack,middle class,asexual,agnostic,1,5.1,black,brown,dark,lean,FRENCH,M,"('FRENCH', 'M')"
407,Gyslaine,38,"('nurturing', 'empathetic', 'optimistic')","('overly selfless', 'naive', 'fearful')","('yoga', 'gardening', 'painting')",Elementary School Teacher,Healing Touch,lower middle class,heterosexual,Buddhist,1,5.6,curly brown,hazel,olive,curvy,FRENCH,F,"('FRENCH', 'F')"
408,Olajumoke,25,"('outgoing', 'adventurous', 'determined')","('impulsive', 'reckless', 'hot-headed')","('dancing', 'traveling', 'photography')",Travel Blogger,Global Groove,middle class,homosexual,Muslim,1,5.9,black,dark brown,dark,athletic,AFRICAN,F,"('AFRICAN', 'F')"
409,Rene,40,"('intelligent', 'witty', 'sarcastic')","('cynical', 'pessimistic', 'isolated')","('writing', 'reading', 'gaming')",Journalist,Investigative Insight,upper middle class,homosexual,agnostic,1,5.11,graying brown,blue,fair,lean,FRENCH,M,"('FRENCH', 'M')"
410,Heikki,30,"('confident', 'ambitious', 'charismatic')","('arrogant', 'manipulative', 'reckless')","('playing sports', 'partying', 'traveling')",Professional Athlete,Power Play,upper class,heterosexual,Lutheran,1,6.2,blonde,blue,fair,athletic,NORDIC,M,"('NORDIC', 'M')"
411,Lambrini,26,"('bubbly', 'optimistic', 'spontaneous')","('flirtatious', 'superficial', 'gossipy')","('fashion', 'partying', 'dancing')",Fashion Influencer,Fashion Frenzy,upper middle class,heterosexual,Orthodox,1,5.8,curly brown,hazel,olive,curvy,GREEK,F,"('GREEK', 'F')"
412,Moussa,39,"('wise', 'compassionate', ' introspective')","(' reserved', 'perfectionistic', 'critical')","('meditating', 'reading', 'hiking')",Psychologist,Mindful Insight,middle class,heterosexual,Muslim,1,5.1,graying black,dark brown,dark,lean,AFRICAN,M,"('AFRICAN', 'M')"
413,Vered,27,"('creative', 'curious', 'adventurous')","('distracted', 'impulsive', 'reckless')","('playing music', 'hiking', 'photography')",Graphic Designer,Artistic Vision,lower middle class,bisexual,Jewish,1,5.7,red,green,pale,slender,ISRAELI,F,"('ISRAELI', 'F')"
414,Xingwang,34,"(' analytical', 'logical', ' reserved')","('distant', 'critical', ' perfectionistic')","('playing chess', 'reading', ' coding')",Data Scientist,Data Dive,upper middle class,asexual,Buddhist,1,5.9,black,dark brown,light,lean,CHINESE,M,"('CHINESE', 'M')"
415,Geertjan,42,"('confident', 'charismatic', 'ambitious')","('arrogant', 'manipulative', 'reckless')","('playing sports', 'partying', 'traveling')",Business Consultant,Deal Maker,upper class,heterosexual,Catholic,1,6.1,blonde,blue,fair,athletic,DUTCH,M,"('DUTCH', 'M')"
416,Diomidis,36,"('wise', 'compassionate', ' introspective')","(' reserved', 'perfectionistic', 'critical')","('meditating', 'reading', 'hiking')",Philosophy Professor,Philosophical Insight,middle class,heterosexual,Orthodox,1,5.11,graying black,dark brown,olive,lean,GREEK,M,"('GREEK', 'M')"
417,Meixia,29,"('outgoing', 'adventurous', 'determined')","('impulsive', 'reckless', 'hot-headed')","('dancing', 'traveling', 'photography')",Event Planner,Party Pulse,middle class,homosexual,Buddhist,1,5.8,black,dark brown,light,athletic,CHINESE,F,"('CHINESE', 'F')"
418,Danka,31,"('creative', 'independent', 'open-minded')","('rebellious', 'unreliable', 'lazy')","('painting', 'gaming', 'DJing')",Freelance Graphic Designer,Artistic Fusion,lower middle class,bisexual,atheist,1,5.9,red,green,pale,slender,SLAV,F,"('SLAV', 'F')"
419,Yunhee,37,"('nurturing', 'empathetic', 'optimistic')","('overly selfless', 'naive', 'fearful')","('yoga', 'gardening', 'painting')",Elementary School Teacher,Healing Touch,lower middle class,heterosexual,Buddhist,1,5.6,curly brown,hazel,olive,curvy,KOREAN,F,"('KOREAN', 'F')"
420,Kuninori,33,"('intelligent', 'witty', 'sarcastic')","('cynical', 'pessimistic', 'isolated')","('writing', 'reading', 'gaming')",Journalist,Investigative Insight,upper middle class,homosexual,Shinto,1,5.11,graying brown,blue,fair,lean,JAPANESE,M,"('JAPANESE', 'M')"
421,Jemma,24,"('bubbly', 'optimistic', 'spontaneous')","('flirtatious', 'superficial', 'gossipy')","('fashion', 'partying', 'dancing')",Social Media Influencer,Fashion Frenzy,upper middle class,heterosexual,Christian,1,5.8,curly brown,hazel,olive,curvy,ENGLISH,F,"('ENGLISH', 'F')"
422,Fransjaco,32,"('outgoing', 'adventurous', 'confident')","('impulsive', 'reckless', 'hot-headed')","('rock climbing', 'traveling', 'cooking')",Entrepreneur,Quick reflexes,middle class,heterosexual,agnostic,1,5.11,dark brown,green,olive,athletic,DUTCH,M,"('DUTCH', 'M')"
423,Waheedah,29,"('empathetic', 'compassionate', 'listener')","('selfless', 'overly critical', 'pessimistic')","('yoga', 'reading', 'volunteering')",Social Worker,Empathic insight,lower middle class,homosexual,muslim,1,5.5,black,brown,dark brown,slender,ARAB,F,"('ARAB', 'F')"
424,Moss,41,"(' analytical', 'reserved', 'independent')","('detached', 'overthinking', 'lone wolf')","('hiking', 'photography', 'coding')",Software Engineer,Quick thinking,upper middle class,bisexual,atheist,1,5.9,blonde,blue,fair,lean,ENGLISH,M,"('ENGLISH', 'M')"
425,Yvona,35,"('confident', 'determined', 'charismatic')","('dominant', 'competitive', 'manipulative')","('boxing', 'public speaking', 'networking')",Businesswoman,Persuasive charm,upper class,heterosexual,christian,1,5.8,red,hazel,pale,athletic,SLAV,F,"('SLAV', 'F')"
426,Abdourahamane,27,"('curious', 'open-minded', 'adaptable')","('indecisive', 'fearful', 'procrastinator')","('playing guitar', 'learning languages', 'meditation')",Teacher,Linguistic skills,lower class,homosexual,muslim,1,5.7,dark brown,brown,dark brown,slender,AFRICAN,M,"('AFRICAN', 'M')"
427,Jordon,38,"('ambitious', 'driven', 'competitive')","('arrogant', 'aggressive', 'selfish')","('weightlifting', 'reading', 'gaming')",Lawyer,Strong persuasion,upper class,heterosexual,christian,1,6.1,black,brown,dark brown,muscular,ENGLISH,M,"('ENGLISH', 'M')"
428,Hanshermann,44,"('wise', 'patient', 'nurturing')","('overly cautious', 'passive', 'indecisive')","('gardening', 'cooking', 'fishing')",Doctor,Healing touch,upper middle class,heterosexual,christian,1,5.1,gray,blue,fair,stocky,GERMAN,M,"('GERMAN', 'M')"
429,Yuka,25,"('playful', 'spontaneous', 'carefree')","('immature', 'irresponsible', 'self-centered')","('dancing', 'shopping', 'gaming')",Artist,Quick wit,lower middle class,bisexual,agnostic,1,5.4,blonde,blue,fair,petite,JAPANESE,F,"('JAPANESE', 'F')"
430,Juhapekka,31,"('intuitive', 'emotional', 'artistic')","('moody', 'insecure', 'dramatic')","('painting', 'playing piano', 'writing poetry')",Musician,Creative insight,lower middle class,homosexual,agnostic,1,5.9,dark brown,green,pale,slender,NORDIC,M,"('NORDIC', 'M')"
431,Lioba,39,"('practical', 'organized', 'responsible')","('perfectionist', 'critical', 'anxious')","('hiking', 'reading', 'cooking')",Engineer,Problem-solving skills,upper middle class,heterosexual,christian,1,5.6,brown,hazel,fair,athletic,GERMAN,F,"('GERMAN', 'F')"
432,Drew,26,"('adventurous', 'spontaneous', 'confident')","('reckless', 'impulsive', 'arrogant')","('skydiving', 'rock climbing', 'partying')",Stuntman,Fearlessness,lower middle class,heterosexual,agnostic,1,5.11,blonde,blue,fair,athletic,ENGLISH,M,"('ENGLISH', 'M')"
433,Aharon,33,"(' analytical', 'logical', 'reserved')","('overly critical', 'distant', 'perfectionist')","('reading', 'playing chess', 'hiking')",Researcher,Strategic thinking,upper middle class,homosexual,jewish,1,5.8,black,brown,dark brown,lean,ISRAELI,M,"('ISRAELI', 'M')"
434,Arttu,42,"('charismatic', 'confident', 'ambitious')","('manipulative', 'selfish', 'arrogant')","('networking', 'public speaking', 'golfing')",Politician,Persuasive charm,upper class,heterosexual,christian,1,6.0,gray,blue,fair,stocky,NORDIC,M,"('NORDIC', 'M')"
435,Dewei,28,"('independent', 'resourceful', 'determined')","('aloof', 'cold', 'unyielding')","('martial arts', 'reading', 'coding')",Cybersecurity Specialist,Quick reflexes,upper middle class,homosexual,agnostic,1,5.9,black,brown,dark brown,lean,CHINESE,M,"('CHINESE', 'M')"
436,Tomokatsu,36,"('creative', 'empathetic', 'optimistic')","('naive', 'dreamy', 'procrastinator')","('painting', 'playing guitar', 'meditation')",Graphic Designer,Creative vision,lower middle class,bisexual,buddhist,1,5.7,dark brown,green,pale,slender,JAPANESE,M,"('JAPANESE', 'M')"
437,Friedhelm,40,"('wise', 'practical', 'responsible')","('overly cautious', 'conservative', 'inflexible')","('hiking', 'reading', 'cooking')",Accountant,Financial expertise,upper middle class,heterosexual,christian,1,5.1,gray,blue,fair,stocky,GERMAN,M,"('GERMAN', 'M')"
438,Adolf,34,"('confident', 'determined', 'charismatic')","('arrogant', 'manipulative', 'aggressive')","('boxing', 'networking', 'gaming')",Businessman,Persuasive charm,upper class,heterosexual,christian,1,6.1,blonde,blue,fair,muscular,GERMAN,M,"('GERMAN', 'M')"
439,Gyorgyi,30,"('intuitive', 'emotional', 'artistic')","('moody', 'insecure', 'dramatic')","('painting', 'playing piano', 'writing poetry')",Musician,Creative insight,lower middle class,homosexual,agnostic,1,5.8,dark brown,green,pale,slender,HUNGARIAN,F,"('HUNGARIAN', 'F')"
440,Benicio,37,"('adventurous', 'spontaneous', 'confident')","('reckless', 'impulsive', 'arrogant')","('skydiving', 'rock climbing', 'partying')",Stuntman,Fearlessness,lower middle class,heterosexual,agnostic,1,5.11,blonde,blue,fair,athletic,HISPANIC,M,"('HISPANIC', 'M')"
441,Pricila,29,"('empathetic', 'compassionate', 'listener')","('selfless', 'overly critical', 'pessimistic')","('yoga', 'reading', 'volunteering')",Social Worker,Empathic insight,lower middle class,homosexual,muslim,1,5.5,black,brown,dark brown,slender,HISPANIC,F,"('HISPANIC', 'F')"
442,Sharrilyn,25,"('adventurous', 'determined', 'empathetic')","('hot-headed', 'impulsive', 'stubborn')","('hiking', 'painting', 'cooking')",Environmental Scientist,Survival Skills,middle class,heterosexual,agnostic,1,5.6,blonde,hazel,olive,athletic,ENGLISH,F,"('ENGLISH', 'F')"
443,Chuanchuan,30,"('ambitious', 'resourceful', 'outgoing')","('arrogant', 'reckless', 'materialistic')","('gaming', 'reading', 'traveling')",Software Engineer,Hacking,upper middle class,homosexual,Buddhist,1,5.8,black,brown,fair,slender,CHINESE,M,"('CHINESE', 'M')"
444,Wiebe,28,"('logical', 'independent', 'witty')","('cynical', 'argumentative', 'lazy')","('playing chess', 'debating', 'playing guitar')",Philosophy Professor,Debate Mastery,lower middle class,bisexual,atheist,1,6.1,brown,blue,fair,lean,DUTCH,M,"('DUTCH', 'M')"
445,Hesam,32,"('confident', 'charismatic', 'compassionate')","('authoritarian', 'emotional', 'manipulative')","('public speaking', 'playing soccer', 'volunteering')",Politician,Rhetoric,upper class,heterosexual,Muslim,1,6.0,dark brown,green,olive,athletic,ARAB,M,"('ARAB', 'M')"
446,Syndie,29,"('creative', 'expressive', 'optimistic')","('flaky', 'dramatic', 'selfish')","('dancing', 'writing poetry', 'yoga')",Artist,Inspiration,lower class,pansexual,pagan,1,5.5,red,blue,fair,petite,FRENCH,F,"('FRENCH', 'F')"
447,Laralyn,27,"(' analytical', 'meticulous', ' reserved')","('perfectionistic', 'cold', 'distant')","('reading', 'playing piano', 'gardening')",Research Scientist,Data Analysis,upper middle class,heterosexual,Christian,1,5.7,brown,hazel,fair,slender,ENGLISH,F,"('ENGLISH', 'F')"
448,Thatiane,26,"('spontaneous', 'adventurous', 'confident')","('reckless', 'impulsive', 'arrogant')","('rock climbing', 'skydiving', 'traveling')",Travel Writer,Extreme Sports,middle class,homosexual,Catholic,1,5.9,black,brown,dark,athletic,HISPANIC,F,"('HISPANIC', 'F')"
449,Rajabrata,31,"('intelligent', 'resourceful', 'independent')","('pessimistic', 'cynical', 'lazy')","('playing chess', 'reading', 'programming')",Computer Programmer,Coding Mastery,lower middle class,heterosexual,Hindu,1,5.1,dark brown,brown,dark,lean,INDIAN,M,"('INDIAN', 'M')"
450,Mojtaba,28,"('charismatic', 'confident', 'empathetic')","('manipulative', 'emotional', 'arrogant')","('playing soccer', 'public speaking', 'volunteering')",Sales Representative,Persuasion,upper middle class,heterosexual,Muslim,1,6.2,black,brown,olive,athletic,ARAB,M,"('ARAB', 'M')"
451,Mukti,30,"('creative', 'expressive', 'optimistic')","('flaky', 'dramatic', 'selfish')","('dancing', 'writing poetry', 'yoga')",Dance Instructor,Inspiration,lower middle class,pansexual,Hindu,1,5.6,black,brown,dark,petite,INDIAN,F,"('INDIAN', 'F')"
452,Meiying,29,"('analytical', 'meticulous', 'reserved')","('perfectionistic', 'cold', 'distant')","('reading', 'playing piano', 'gardening')",Research Scientist,Data Analysis,upper middle class,heterosexual,Buddhist,1,5.8,black,brown,fair,slender,CHINESE,F,"('CHINESE', 'F')"
453,Omolara,27,"('spontaneous', 'adventurous', 'confident')","('reckless', 'impulsive', 'arrogant')","('rock climbing', 'skydiving', 'traveling')",Travel Writer,Extreme Sports,middle class,homosexual,Christian,1,5.11,black,brown,dark,athletic,AFRICAN,F,"('AFRICAN', 'F')"
454,Jarin,26,"('intelligent', 'resourceful', 'independent')","('pessimistic', 'cynical', 'lazy')","('playing chess', 'reading', 'programming')",Computer Programmer,Coding Mastery,lower middle class,heterosexual,Buddhist,1,5.9,dark brown,brown,dark,lean,THAI,M,"('THAI', 'M')"
